,omp 100,sycl 100,cuda 100
Runtime,2448595180.0,2192808285.0,2108253390.0
HtoD copy time,781815035.0,786161790.0,785623140.0
DtoH copy time,100619315.0,89423065.0,87483190.0
#Threads,256.0,256.0,256.0
#Teams,3200.0,460800.0,460800.0
Instructions Executed,326415360125.0,347627520149.0095,339886080151.0105
IPC,1.25,1.4900999999999993,1.5101000000000004
Shared Memory Stores,0.0,0.0,0.0
Shared Memory Loads,0.0,0.0,0.0
Shared Memory Store Bank Conflicts,0.0,0.0,0.0
Shared Memory Load Bank Conflicts,0.0,0.0,0.0
Global Memory Load Instructions,23224320000.0,23224320000.0,23224320000.0
Global Memory Store Instructions,368640000.0,368640000.0,368640000.0
Global Memory Load (MB),62931.99999999998,72871.68999999987,73448.93000000002
Global Memory Store (MB),49226.73000000001,49442.89000000001,49531.38
Global Memory Load Throughput (GB/s),614.1274999999998,713.0470000000001,719.2793000000004
Global Memory Store Throughput (GB/s),19.126199999999997,21.525099999999984,22.36519999999995
Global Memory Load Bank Conflicts,11936744582.0,11887364845.0,11815201680.0
Global Memory Store Bank Conflicts,25107174.0,35401732.0,37740166.0
L1 Cache Accesses (Bytes),6425.630000000009,6454.999999999997,6467.0000000000055
L1 Cache Hits (%),72.9207,71.9297000000001,72.4998
L1 Cache Throughput (GB/s),2.4963000000000015,2.810000000000002,2.9199999999999973
L2 Cache Accesses (Bytes),69898.10000000002,81406.14000000003,82752.97999999995
L2 Cache Hits (%),12.328499999999993,13.054299999999976,13.387000000000016
L2 Cache Throughput (GB/s),682.1073000000001,796.5614000000003,810.3897999999999
#Divergent Branches,0.0,0.0,0.0
Warp Stalls - Barrier Not Issued,1603394.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,180888.0,105386.0,67375.0
Warp Stalls - Dispatch Stall Not Issued,98844.0,72334.0,86469.0
Warp Stalls - Drain Not Issued,76.0,9947.0,13253.0
Warp Stalls - IMC Miss Not Issued,4375.0,2208.0,5450.0
Warp Stalls - LG Throttle Not Issued,13813.0,1072.0,3162.0
Warp Stalls - Long Scoreboard Not Issued,31835997.0,26865956.0,24870865.0
Warp Stalls - Math Pipe Throttle Not Issued,535241.0,466877.0,533115.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,50970.0,89865.0,82262.0
Warp Stalls - Misc Not Issued,15220.0,10982.0,11981.0
Warp Stalls - No Instructions Not Issued,45479.0,36309.0,58426.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,661373.0,351834.0,517840.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,182.0,0.0,0.0
Warp Stalls - Wait Not Issued,1950519.0,1332673.0,1605785.0
Occupancy,4995.319999999994,9359.300000000012,7217.050000000006
