,omp 12,sycl 12,cuda 12
Runtime,1701319765.0,1492000130.0,1042460460.0
HtoD copy time,360234025.0,343648545.0,344631740.0
DtoH copy time,19382030.0,28218965.0,28382985.0
#Threads,256.0,256.0,256.0
#Teams,3200.0,3907.0,3907.0
Instructions Executed,154702044753.94998,155935032359.51004,140328520791.47998
IPC,0.8291666666666666,0.9591666666666668,1.2899999999999998
Shared Memory Stores,307200.0,0.0,0.0
Shared Memory Loads,0.0,0.0,0.0
Shared Memory Store Bank Conflicts,0.0,0.0,0.0
Shared Memory Load Bank Conflicts,0.0,0.0,0.0
Global Memory Load Instructions,18987108.0,18612108.0,18237108.0
Global Memory Store Instructions,1875000.0,1875000.0,1875000.0
Global Memory Load (MB),7585.5599999999995,302.1,5110.3499999999985
Global Memory Store (MB),128.1,173.38,1259.1100000000001
Global Memory Load Throughput (GB/s),3.9666666666666663,22.112499999999997,389.6741666666667
Global Memory Store Throughput (GB/s),9.215833333333334,12.691666666666665,96.01083333333332
Global Memory Load Bank Conflicts,91899300.0,107684822.0,149794103.0
Global Memory Store Bank Conflicts,4502652.0,4562822.0,4657534.0
L1 Cache Accesses (Bytes),4322.52,4838.92,8500.699999999999
L1 Cache Hits (%),84.65416666666665,67.59416666666665,45.8725
L1 Cache Throughput (GB/s),310.96,354.1833333333334,648.1916666666667
L2 Cache Accesses (Bytes),1560.9599999999998,2576.5900000000006,7782.080000000001
L2 Cache Hits (%),96.99666666666667,90.65333333333332,49.29333333333333
L2 Cache Throughput (GB/s),112.295,188.59083333333334,593.4
#Divergent Branches,1151191716.0,1151191716.0,1155512556.0
Warp Stalls - Barrier Not Issued,5873520.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,2733548.0,1670495.0,591129.0
Warp Stalls - Dispatch Stall Not Issued,12053.0,7058.0,1977.0
Warp Stalls - Drain Not Issued,79.0,184.0,105.0
Warp Stalls - IMC Miss Not Issued,3083.0,2319.0,846.0
Warp Stalls - LG Throttle Not Issued,1444424.0,1191272.0,2601276.0
Warp Stalls - Long Scoreboard Not Issued,2420064.0,4223754.0,6319795.0
Warp Stalls - Math Pipe Throttle Not Issued,138558.0,150553.0,108365.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,3258.0,13277.0,10421.0
Warp Stalls - Misc Not Issued,7691.0,5331.0,2209.0
Warp Stalls - No Instructions Not Issued,12270312.0,16825263.0,6312255.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,1470621.0,812622.0,329968.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,0.0,0.0,0.0
Warp Stalls - Wait Not Issued,8507178.0,5180518.0,1699505.0
Occupancy,150.0,251.79000000000002,507.0100000000001
