,omp 512 512 512 100,sycl 512 512 512 100,cuda 512 512 512 100
Runtime,1004593950.0,741029700.0,783943770.0
HtoD copy time,76258835.0,71093945.0,71845325.0
DtoH copy time,593002985.0,977462695.0,820483755.0
Instructions Executed,359871285177.21545,235300456291.70822,246834792331.85092
IPC,3.295366666666632,3.1528499999999813,3.2197500000000283
Shared Memory Stores,6291456000.0,0.0,0.0
Shared Memory Loads,2516582400.0,0.0,0.0
Shared Memory Store Bank Conflicts,3138444.0,0.0,0.0
Shared Memory Load Bank Conflicts,55722741.0,0.0,0.0
Global Memory Load Instructions,3355443200.0,3355443200.0,3355443200.0
Global Memory Store Instructions,2516582400.0,2516582400.0,2516582400.0
Global Memory Load (MB),235639.81999999977,272693.99999999936,269470.6199999992
Global Memory Store (MB),503033.52999999915,582965.8999999993,575513.3699999974
Global Memory Load Throughput (GB/s),142.00633333333332,203.76913333333334,198.3965833333333
Global Memory Store Throughput (GB/s),302.85866666666664,436.1082166666667,423.6813499999997
Global Memory Load Bank Conflicts,196506239.0,260004135.0,254645739.0
Global Memory Store Bank Conflicts,89122344.0,101147072.0,99611423.0
L1 Cache Accesses (Bytes),777311.039999991,900895.7599999887,889299.7999999895
L1 Cache Hits (%),5.179999999999995,5.179999999999995,5.179999999999995
L1 Cache Throughput (GB/s),467.7150666666667,673.6896000000002,654.3630000000003
L2 Cache Accesses (Bytes),735852.9199999913,852297.659999992,841656.7899999913
L2 Cache Hits (%),68.87171666666713,68.8699666666673,68.86993333333396
L2 Cache Throughput (GB/s),443.17251666666675,637.3687833333336,619.6363499999999
#Divergent Branches,0.0,0.0,0.0
Warp Stalls - Barrier Not Issued,872449.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,26086.0,8714.0,9743.0
Warp Stalls - Dispatch Stall Not Issued,57402.0,39836.0,33939.0
Warp Stalls - Drain Not Issued,3209.0,12653.0,3706.0
Warp Stalls - IMC Miss Not Issued,27570.0,22628.0,23057.0
Warp Stalls - LG Throttle Not Issued,58.0,419.0,260.0
Warp Stalls - Long Scoreboard Not Issued,519140.0,1105520.0,887141.0
Warp Stalls - Math Pipe Throttle Not Issued,1054918.0,536337.0,483281.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,38493.0,30515.0,30090.0
Warp Stalls - Misc Not Issued,4996.0,6192.0,5496.0
Warp Stalls - No Instructions Not Issued,12179.0,17306.0,25454.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,120302.0,71548.0,68684.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,3678.0,0.0,0.0
Warp Stalls - Wait Not Issued,539377.0,381383.0,319350.0
Occupancy,57754.140000000094,51056.59000000007,51376.189999999944
