,omp 100,sycl 100,cuda 100
Runtime,636172170.0,536552805.0,440921490.0
HtoD copy time,86837750.0,125955565.0,130958335.0
DtoH copy time,18805975.0,29397415.0,30836860.0
#Threads,256.0,256.0,256.0
#Teams,3200.0,174150.0,174150.0
Instructions Executed,43290612857.69007,30765880845.000053,25377679841.999947
IPC,0.5768999999999993,0.4500000000000004,0.420000000000001
Shared Memory Stores,0.0,0.0,0.0
Shared Memory Loads,0.0,0.0,0.0
Shared Memory Store Bank Conflicts,0.0,0.0,0.0
Shared Memory Load Bank Conflicts,0.0,0.0,0.0
Global Memory Load Instructions,7601958000.0,6585579000.0,6944792400.0
Global Memory Store Instructions,350859600.0,359213400.0,359213400.0
Global Memory Load (MB),60911.10999999995,54946.72999999994,57511.449999999895
Global Memory Store (MB),55309.48,53865.63999999995,55778.689999999995
Global Memory Load Throughput (GB/s),605.2900999999996,546.5072000000001,572.5945000000002
Global Memory Store Throughput (GB/s),75.63390000000003,83.8797,103.2732
Global Memory Load Bank Conflicts,323675776.0,4914858200.0,4707993098.0
Global Memory Store Bank Conflicts,52590467.0,300034557.0,310742136.0
L1 Cache Accesses (Bytes),1225.5200000000004,1171.4100000000012,1203.9099999999985
L1 Cache Hits (%),49.6958,60.942899999999916,59.184999999999974
L1 Cache Throughput (GB/s),1.6754000000000004,1.8240999999999992,2.229099999999997
L2 Cache Accesses (Bytes),80153.20999999995,77905.85999999987,95350.66999999978
L2 Cache Hits (%),46.9453,47.431900000000006,54.81260000000002
L2 Cache Throughput (GB/s),795.2469999999995,774.8586000000001,949.3266999999998
#Divergent Branches,0.0,0.0,0.0
Warp Stalls - Barrier Not Issued,3104406.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,19553.0,10214.0,9520.0
Warp Stalls - Dispatch Stall Not Issued,49444.0,10686.0,3223.0
Warp Stalls - Drain Not Issued,162.0,38082.0,62360.0
Warp Stalls - IMC Miss Not Issued,3693.0,1807.0,2626.0
Warp Stalls - LG Throttle Not Issued,8128991.0,979094.0,5935356.0
Warp Stalls - Long Scoreboard Not Issued,12530348.0,17568913.0,12393582.0
Warp Stalls - Math Pipe Throttle Not Issued,225344.0,36224.0,11394.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,2056.0,15398.0,169749.0
Warp Stalls - Misc Not Issued,8182.0,7239.0,4457.0
Warp Stalls - No Instructions Not Issued,5877.0,5521.0,6125.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,4061.0,25817.0,70813.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,614.0,0.0,0.0
Warp Stalls - Wait Not Issued,454519.0,342084.0,186447.0
Occupancy,3734.5899999999997,6354.760000000006,8693.829999999998
