,omp 1 512 50,sycl 1 512 50,cuda 1 512 50
Runtime,190525.0,171130.0,179945.0
HtoD copy time,4220.0,2655.0,2465.0
DtoH copy time,2560.0,2465.0,2625.0
#Threads,256.0,256.0,256.0
#Teams,1.0,1.0,1.0
Instructions Executed,76021.52,50418.71999999999,50816.08000000003
IPC,0.43040000000000006,0.37440000000000007,0.32160000000000005
Shared Memory Stores,1200.0,0.0,0.0
Shared Memory Loads,400.0,0.0,0.0
Shared Memory Store Bank Conflicts,0.0,0.0,0.0
Shared Memory Load Bank Conflicts,0.0,0.0,0.0
Global Memory Load Instructions,800.0,800.0,800.0
Global Memory Store Instructions,400.0,400.0,400.0
Global Memory Load (MB),363.7999999999998,323.4900000000001,316.7200000000005
Global Memory Store (MB),0.0,0.0,0.0
Global Memory Load Throughput (GB/s),1.4692,1.4898000000000002,1.3444
Global Memory Store Throughput (GB/s),0.0,0.0,0.0
Global Memory Load Bank Conflicts,0.0,0.0,122.0
Global Memory Store Bank Conflicts,0.0,0.0,157.0
L1 Cache Accesses (Bytes),38994.529999999984,46146.660000000025,41466.30999999997
L1 Cache Hits (%),0.0,0.0,0.0
L1 Cache Throughput (GB/s),776.8205999999998,919.8632000000008,826.2561999999997
L2 Cache Accesses (Bytes),1260.8799999999928,266.9199999999998,260.95
L2 Cache Hits (%),55.769200000000055,58.827400000000026,58.90500000000003
L2 Cache Throughput (GB/s),20.912599999999976,1.2283999999999997,1.1037999999999997
#Divergent Branches,0.0,0.0,0.0
Warp Stalls - Barrier Not Issued,10.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,1.0,0.0,1.0
Warp Stalls - Dispatch Stall Not Issued,1.0,0.0,0.0
Warp Stalls - Drain Not Issued,0.0,2.0,1.0
Warp Stalls - IMC Miss Not Issued,30.0,32.0,27.0
Warp Stalls - LG Throttle Not Issued,0.0,0.0,0.0
Warp Stalls - Long Scoreboard Not Issued,19.0,21.0,40.0
Warp Stalls - Math Pipe Throttle Not Issued,3.0,1.0,0.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,1.0,1.0,2.0
Warp Stalls - Misc Not Issued,0.0,0.0,0.0
Warp Stalls - No Instructions Not Issued,63.0,42.0,49.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,3.0,2.0,2.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,0.0,0.0,0.0
Warp Stalls - Wait Not Issued,14.0,6.0,11.0
Occupancy,623.1100000000002,616.0299999999999,615.5199999999996
