,omp 8388608 500,sycl 8388608 500,cuda 8388608 500
Runtime,600545180.0,1147918260.0,52807607130.0
HtoD copy time,8751015.0,9436435.0,9298180.0
DtoH copy time,37851685.0,38179255.0,39059475.0
Instructions Executed,118791996734.84084,95904571775.43965,60424194200.919624
IPC,1.5782800000000345,1.2584799999999747,0.7336399999999761
Shared Memory Stores,0.0,0.0,0.0
Shared Memory Loads,0.0,0.0,0.0
Shared Memory Store Bank Conflicts,0.0,0.0,0.0
Shared Memory Load Bank Conflicts,0.0,0.0,0.0
Global Memory Load Instructions,1835008000.0,1835008000.0,786432000.0
Global Memory Store Instructions,786432000.0,786432000.0,786432000.0
Global Memory Load (MB),1418288.000000036,1488971.5000000496,1474386.830000052
Global Memory Store (MB),683464.7200000123,711688.4099999939,907711.4699999889
Global Memory Load Throughput (GB/s),405.6524100000024,429.2136466666684,434.9895799999998
Global Memory Store Throughput (GB/s),195.43492666666663,205.05456333333368,274.3801766666668
Global Memory Load Bank Conflicts,1031669786.0,1051139976.0,598789426.0
Global Memory Store Bank Conflicts,42223673.0,40340595.0,41410584.0
L1 Cache Accesses (Bytes),1980054.8299999824,2073180.9399999224,2375557.5700000026
L1 Cache Hits (%),13.69499999999983,13.693333333333435,0.2951833333333312
L1 Cache Throughput (GB/s),481.99827666667005,513.0403133333202,706.2008566666643
L2 Cache Accesses (Bytes),2127738.2299999027,2233847.019999964,2374262.4099999745
L2 Cache Hits (%),33.39796333333331,33.41268333333294,41.68792333333347
L2 Cache Throughput (GB/s),608.5640966666673,643.9322100000013,705.7683966666696
#Divergent Branches,1672420000.0,1672420000.0,0.0
Warp Stalls - Barrier Not Issued,1262284.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,155118.0,166396.0,59161.0
Warp Stalls - Dispatch Stall Not Issued,39963.0,49073.0,47363.0
Warp Stalls - Drain Not Issued,2613.0,193340.0,1077110.0
Warp Stalls - IMC Miss Not Issued,70454.0,77664.0,69077.0
Warp Stalls - LG Throttle Not Issued,29371.0,84990.0,204594573.0
Warp Stalls - Long Scoreboard Not Issued,7237019.0,9266109.0,12608817.0
Warp Stalls - Math Pipe Throttle Not Issued,4180282.0,4620840.0,2125993.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,11558.0,29892.0,1830621.0
Warp Stalls - Misc Not Issued,3201.0,1051.0,7519.0
Warp Stalls - No Instructions Not Issued,99766.0,129731.0,74101.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,27846.0,132518.0,476863.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,2335.0,0.0,0.0
Warp Stalls - Wait Not Issued,1010565.0,1026008.0,650283.0
Occupancy,283375.0900000004,261003.25000000017,263847.0099999996
