,omp 756 1024 50,sycl 756 1024 50,cuda 756 1024 50
Runtime,311317795.0,591427020.0,517964070.0
HtoD copy time,815845.0,1275210.0,1931810.0
DtoH copy time,30234145.0,45477620.0,31602345.0
Instructions Executed,66627226892.70005,95393808729.43993,101192499912.29008
IPC,2.284666666666659,2.5296,2.748599999999999
Shared Memory Stores,4989600.0,0.0,0.0
Shared Memory Loads,3477600.0,0.0,0.0
Shared Memory Store Bank Conflicts,218.0,0.0,0.0
Shared Memory Load Bank Conflicts,98064.0,0.0,0.0
Global Memory Load Instructions,0.0,11226160050.0,11212636300.0
Global Memory Store Instructions,0.0,175749150.0,162225400.0
Global Memory Load (MB),22468.59,25651.509999999984,11741.630000000003
Global Memory Store (MB),39424.76,43873.44000000002,26709.500000000007
Global Memory Load Throughput (GB/s),41.806733333333355,38.85913333333333,19.320600000000002
Global Memory Store Throughput (GB/s),83.64873333333331,68.25166666666665,45.47466666666668
Global Memory Load Bank Conflicts,38253571.0,23976218.0,20083803.0
Global Memory Store Bank Conflicts,1221274395.0,1215592422.0,1219590746.0
L1 Cache Accesses (Bytes),43454.24000000024,41867.69,44002.68000000001
L1 Cache Hits (%),91.8039999999999,95.4635333333334,98.57019999999997
L1 Cache Throughput (GB/s),154.42493333333357,276.13126666666665,290.45120000000003
L2 Cache Accesses (Bytes),93264.97999999988,73472.1000000001,113399.37999999999
L2 Cache Hits (%),91.24800000000008,87.78073333333326,92.38746666666665
L2 Cache Throughput (GB/s),318.8105333333331,221.65266666666668,202.53973333333334
#Divergent Branches,143184650.0,156707850.0,156707950.0
Warp Stalls - Barrier Not Issued,45142.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,319881.0,99169.0,85150.0
Warp Stalls - Dispatch Stall Not Issued,26423.0,17418.0,3235.0
Warp Stalls - Drain Not Issued,50.0,66.0,42.0
Warp Stalls - IMC Miss Not Issued,5372.0,3941.0,4340.0
Warp Stalls - LG Throttle Not Issued,1931051.0,5301774.0,1815564.0
Warp Stalls - Long Scoreboard Not Issued,2426080.0,752114.0,604132.0
Warp Stalls - Math Pipe Throttle Not Issued,68340.0,147583.0,134347.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,325802.0,53659.0,5728.0
Warp Stalls - Misc Not Issued,13079.0,7456.0,681.0
Warp Stalls - No Instructions Not Issued,103320.0,35943.0,31681.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,2302.0,162.0,226.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,13.0,0.0,0.0
Warp Stalls - Wait Not Issued,1006890.0,415201.0,340402.0
Occupancy,8720.000000000002,13749.030000000002,8440.590000000004
