,omp 6250 131072 1,sycl 6250 131072 1,cuda 6250 131072 1
Runtime,987041750.0,15889260.0,12422740.0
HtoD copy time,256175.0,345990.0,345460.0
DtoH copy time,10685.0,9465.0,9665.0
#Threads,32.0,256.0,256.0
#Teams,196.0,25.0,25.0
Instructions Executed,16166502205.15,620295578.0599998,533346724.6999997
IPC,0.15,0.8143749999999998,1.1468749999999996
Shared Memory Stores,4704.0,0.0,0.0
Shared Memory Loads,12532.0,0.0,0.0
Shared Memory Store Bank Conflicts,0.0,0.0,0.0
Shared Memory Load Bank Conflicts,63.0,0.0,0.0
Global Memory Load Instructions,784.0,128481920.0,51411584.0
Global Memory Store Instructions,1612.0,12544.0,12544.0
Global Memory Load (MB),15.1,18062.38999999999,22492.489999999983
Global Memory Store (MB),28.560000000000002,0.0,855.51
Global Memory Load Throughput (GB/s),7.27,350.08468750000003,492.6803125000001
Global Memory Store Throughput (GB/s),13.75,0.0,18.7346875
Global Memory Load Bank Conflicts,473020.0,0.0,0.0
Global Memory Store Bank Conflicts,698255.0,0.0,0.0
L1 Cache Accesses (Bytes),385.18,10838.06,5516.610000000002
L1 Cache Hits (%),99.78,98.30999999999996,98.17000000000004
L1 Cache Throughput (GB/s),185.46,210.05937500000002,120.83406250000003
L2 Cache Accesses (Bytes),83.53,187.81999999999985,138.3100000000001
L2 Cache Hits (%),100.01,94.12312499999996,86.45468749999998
L2 Cache Throughput (GB/s),40.22,3.6393750000000007,3.0315624999999997
#Divergent Branches,96191890.0,0.0,0.0
Warp Stalls - Barrier Not Issued,0.0,0.0,0.0
Warp Stalls - Branch Resolving Not Issued,80418.0,855.0,827.0
Warp Stalls - Dispatch Stall Not Issued,2.0,210.0,102.0
Warp Stalls - Drain Not Issued,0.0,21.0,8.0
Warp Stalls - IMC Miss Not Issued,6.0,522.0,249.0
Warp Stalls - LG Throttle Not Issued,0.0,38156.0,450.0
Warp Stalls - Long Scoreboard Not Issued,253100.0,336020.0,20327.0
Warp Stalls - Math Pipe Throttle Not Issued,11.0,5821.0,2076.0
Warp Stalls - Membar Not Issued,451.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,0.0,1500.0,2338.0
Warp Stalls - Misc Not Issued,3.0,44.0,15.0
Warp Stalls - No Instructions Not Issued,1075.0,3005.0,973.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,7478.0,7491.0,81070.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,0.0,0.0,0.0
Warp Stalls - Wait Not Issued,3097987.0,72277.0,37090.0
Occupancy,3.83,392.0,392.0
