,omp 128 10000000 50,sycl 128 10000000 50,cuda 128 10000000 50
Runtime,2579039625.0,187386430.0,180400355.0
HtoD copy time,24097515.0,17214985.0,16804190.0
DtoH copy time,7327785.0,10345930.0,10358825.0
#Threads,256.0,256.0,256.0
#Teams,39063.0,39063.0,39063.0
Instructions Executed,747021892717.0,65186993709.500046,60679220702.99996
IPC,2.340000000000002,3.189999999999998,3.060000000000002
Shared Memory Stores,41061980100.0,23437800.0,23437400.0
Shared Memory Loads,34999555500.0,1999980800.0,1999980800.0
Shared Memory Store Bank Conflicts,642873.0,328751.0,525094.0
Shared Memory Load Bank Conflicts,963972.0,5892360.0,5816111.0
Global Memory Load Instructions,6999911100.0,4054649100.0,4054648700.0
Global Memory Store Instructions,3999949200.0,15624850.0,15624850.0
Global Memory Load (MB),6107.570000000004,7598.110000000005,7664.270000000015
Global Memory Store (MB),45245.240000000005,2507.249999999998,2534.330000000001
Global Memory Load Throughput (GB/s),2.090000000000002,31.94280000000002,33.26579999999999
Global Memory Store Throughput (GB/s),855.7954000000001,10.540600000000007,11.000000000000002
Global Memory Load Bank Conflicts,9838198.0,3290767.0,3420793.0
Global Memory Store Bank Conflicts,36672.0,114159.0,134504.0
L1 Cache Accesses (Bytes),16067.370000000014,36598.790000000015,38109.640000000014
L1 Cache Hits (%),99.14000000000001,93.42999999999998,93.42999999999998
L1 Cache Throughput (GB/s),303.9074000000001,729.2357999999999,759.4528000000001
L2 Cache Accesses (Bytes),24221.949999999983,11400.27,11498.599999999993
L2 Cache Hits (%),85.34559999999999,33.383800000000036,33.393200000000036
L2 Cache Throughput (GB/s),8.298600000000008,47.92700000000001,49.90900000000002
#Divergent Branches,999990100.0,2800.0,2800.0
Warp Stalls - Barrier Not Issued,16140931.0,163577.0,170489.0
Warp Stalls - Branch Resolving Not Issued,1395241.0,47268.0,56297.0
Warp Stalls - Dispatch Stall Not Issued,49868.0,11369.0,19900.0
Warp Stalls - Drain Not Issued,284.0,427.0,603.0
Warp Stalls - IMC Miss Not Issued,2436.0,1091.0,1073.0
Warp Stalls - LG Throttle Not Issued,330.0,55.0,41.0
Warp Stalls - Long Scoreboard Not Issued,410798.0,20777.0,34444.0
Warp Stalls - Math Pipe Throttle Not Issued,641866.0,1128452.0,1152199.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,479566.0,4843.0,4520.0
Warp Stalls - Misc Not Issued,28637.0,287.0,795.0
Warp Stalls - No Instructions Not Issued,243529.0,12757.0,13002.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,2475414.0,65875.0,55401.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,97036.0,0.0,0.0
Warp Stalls - Wait Not Issued,4688587.0,157613.0,184747.0
Occupancy,2497.2400000000002,4907.6,4899.579999999999
